Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments
S06033,Arabic,104,80%,Quality question soon set dark political can stand interview court then certain.
S10349,Science,69,90,Feel computer sport anyone manage little election letter.
S08620,Science,69,-5,Bank never kind strong nor offer TV tend market argue.
S08603,History,100,80%,Out even across others rock make start seem particular major subject.
S04173,History,46,95,Line move oil will college stock bank prevent.
S01716,English,59,-5,Great different hope clearly federal short financial need his.
S01139,History,72,-5,Agent wrong general job one own carry investment reason lay once.
S02045,Arabic,76,80%,Government bed however treatment second project true although president write item.
S04167,Arabic,98,100%,Heart either benefit wife compare style tend plant cold mother key stay training.
S07907,Science,105,95,  
S06350,Geography,72,95,Indeed establish certain ball he read room a manager them general can.
S07308,History,89,-5,Close generation message tree support step.
S05975,Arabic,85,-5,Front class financial yard eight step guess shoulder history authority.
S09761,Science,105,100%,Dark follow light across TV process strategy begin dinner.
S04164,Arabic,92,-5,Fight lose hot throughout couple its under bag when.
S04806,Science,48,-5,Mission box industry senior fear which record it manage manage staff whom.
S03558,Science,54,95,Public economic hear lot quite relationship.
S06996,Arabic,75,-5,Western positive responsibility nearly election take responsibility answer.
S10058,Arabic,80,95,Spring eight rich cup material thought rich city science relationship.
S09556,Math,84,90,Institution today talk tell me work page pick ok.
S11107,History,75,100%,Cold during drop everything couple station along stay whom record performance happen.
S09546,Arabic,46,95,  
S02214,Geography,48,80%,Practice sometimes arm work across mean policy civil imagine administration customer human bill.
S04399,English,96,95,She entire eye effort involve training town.
S09223,Math,83,-5,Sense explain chair security among despite family success.
S08974,Geography,87,-5,  
S06802,Science,62,90,Goal glass budget lose show such animal or activity.
S10040,Arabic,77,95,Newspaper use write worry majority teacher scientist situation cost vote.
S06362,Geography,75,80%,Push interview song even official security which particularly budget reduce.
S05672,English,54,100%,Exist already former serious career outside around risk audience western herself.
S04101,History,87,95,  
S08394,Geography,103,95,Sit dark goal rule media dark process despite behind guess by these.
S00546,English,76,100%,  
S00762,Arabic,76,95,Past star get professor no of director either before necessary word.
S07833,History,93,-5,  
S12124,Arabic,89,-5,Until among join bed news wait nice.
S05001,Arabic,103,95,Wonder box admit Congress everything music candidate within nature card suffer foot.
S02904,Arabic,101,80%,Staff place take put short family person.
S05858,Science,41,100%,  
S01536,Arabic,81,90,Listen owner woman find help author above.
S09076,History,71,95,Maintain toward pull site idea challenge office card marriage above.
S02638,Geography,43,95,Nature fact provide girl happen plant factor series call stage if require.
S09782,Science,89,100%,Always represent business region majority around fund mother and left.
S08241,Arabic,92,95,Whatever finally color would ask suggest message yourself.
S08074,Arabic,48,95,Fast discussion ground machine girl writer your produce season.
S08907,Math,72,80%,Phone huge adult design help choice control way college court skill art charge turn.
S09714,English,78,-5,Add turn my sense fact number end current woman ok pick drive.
S06861,Math,101,95,Wear home enter with drop vote place reduce family relate security baby.
S00865,Math,50,100%,Necessary special small thought hour gun learn walk treat hand.
S08192,History,69,100%,Order PM learn so amount want establish.
S03573,Geography,53,100%,While prevent eat door property mouth approach ahead military.
S03107,Science,85,100%,Discover born conference would reach either maintain instead follow blue.
S04647,English,89,80%,Clear something against teacher represent through.
S10383,Geography,85,100%,Factor individual data color style cell then human you sign stand.
S02018,Math,91,95,Lot why agent character better section establish house along.
S08372,History,79,95,If factor north effort staff apply.
S05072,Math,90,-5,At during memory education close choice could science yes.
S04662,Science,106,95,Red short message billion sea look all market.
S09964,Arabic,74,80%,Over nice study use heavy young sound tonight.
S08676,History,88,95,Might official forget major wide oil might tax up condition debate three over concern.
S01036,English,41,100%,Media part it into within key camera ball people culture character.
S04980,History,109,90,Much must modern claim return difficult skill.
S03877,English,106,100%,Entire difficult as site case then open thus.
S10355,English,70,80%,Really between others party rate laugh difficult somebody between truth.
S11095,English,93,-5,A court character central certain factor there nation whom movie give.
S05276,History,54,90,Could value house middle language billion however once car visit wrong consider.
S10205,Geography,50,-5,Able probably somebody blood recently structure themselves deep environment east fire lead.
S10175,Arabic,108,-5,Attention close maintain goal must customer modern.
S07093,English,51,100%,Customer thus talk mind too until rich huge type true agent environmental movie.
S12056,Geography,67,95,Affect professional alone in age military interview serve although statement measure run.
S07557,Arabic,94,95,Team professional grow speak rest miss.
S11426,Math,58,100%,Wear scene option best rich significant pick large if table make.
S08989,English,110,95,  
S07878,Science,59,95,Sister answer meeting be race mean unit strong party.
S00812,History,108,-5,Teacher a bit end seven include contain enough phone least improve measure child.
S01136,Math,68,90,Report reason way focus friend chance its author nature minute indicate red knowledge.
S06372,History,93,-5,Way money late us throughout language recent pretty tree pass police himself above.
S05469,Math,57,80%,Into price amount pass million stay.
S03497,Math,96,-5,Region direction visit civil road hot produce drive lose able practice scientist.
S04537,History,106,-5,Prevent address win bad hundred impact.
S00848,English,99,90,Think deep baby beat race team Democrat group condition cup listen.
S07674,Science,69,95,Commercial beyond look reality single catch early hotel.
S11899,Geography,52,80%,Rise view one argue property peace hundred between toward manager according stuff act.
S07261,History,90,100%,  
S05176,Arabic,100,95,Sense doctor manage parent within future important hit seem and such realize public.
